"","raceE1","genderE1","turnoutE1","voteTE1","race","turnout","gender","weightx"
"17483","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"17485","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17486","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17487","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"17488","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17489","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17491","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17492","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17493","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17494","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17495","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17496","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17497","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17498","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17499","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17500","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17501","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"17502","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17503","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17505","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17506","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17507","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17508","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17509","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17510","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17511","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17512","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17513","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17514","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17515","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17516","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17517","Other minority","Female","Voted","Other","Non-white","Voter","Female",1
"17518","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17519","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17520","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17523","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17524","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17525","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17527","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17529","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17530","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17531","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17532","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17533","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17534","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17535","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17536","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17537","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17538","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17539","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17540","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17541","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17542","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17543","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17544","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17546","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17547","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17548","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17549","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17550","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17551","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17552","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17553","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17554","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17555","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17556","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"17557","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17558","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17559","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17562","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17564","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17565","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17566","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17568","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17569","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17570","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17572","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17573","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17574","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17575","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17576","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17577","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17578","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17579","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17580","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17581","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17583","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17584","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17585","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17586","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17587","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17588","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17589","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17590","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17591","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17592","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17593","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17594","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17595","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17596","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17597","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17598","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17599","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17600","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"17601","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17602","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17603","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17604","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17606","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17607","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"17608","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17609","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17610","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17611","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17612","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17613","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"17614","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17616","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17617","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17618","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17620","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17621","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17623","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17624","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17625","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17626","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17627","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17628","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17629","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17630","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17631","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17632","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17633","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17635","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"17636","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17637","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17638","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"17639","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17640","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17641","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17642","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17643","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17645","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17646","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17647","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17648","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17649","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17650","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17651","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17652","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17653","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17654","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17655","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17656","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17657","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17658","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"17659","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17660","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"17661","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17662","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17663","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17664","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17665","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17667","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17668","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17669","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17670","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17671","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17672","Other minority","Male","Voted","Other","Non-white","Voter","Male",1
"17673","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17674","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17675","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17676","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17677","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17678","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17679","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17680","Other minority","Male","Voted","Other","Non-white","Voter","Male",1
"17681","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17682","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17683","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17684","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17685","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17686","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17687","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17688","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17689","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17690","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17691","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17692","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17693","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17694","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17695","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"17696","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17697","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17698","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17699","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17700","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17701","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17702","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17703","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17704","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17705","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17706","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17707","MAR","Female","Voted",NA,"Non-white","Voter","Female",1
"17708","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17709","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17710","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17711","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17712","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17713","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17714","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17715","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17716","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17717","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"17718","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17720","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17721","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17722","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"17723","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17724","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17725","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17726","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17727","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"17728","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17729","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17730","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17731","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17732","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17733","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17734","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17735","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17736","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17737","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17739","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17740","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17741","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17742","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17743","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17744","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17745","Plurality group","Male","Voted",NA,"White","Voter","Male",1
"17746","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17747","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17748","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17749","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17750","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"17751","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17752","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17753","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17754","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17755","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17756","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"17757","Other minority","Female","Voted","Other","Non-white","Voter","Female",1
"17758","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17759","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17760","Other minority","Male","Voted","Other","Non-white","Voter","Male",1
"17761","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17762","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17763","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17764","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17765","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17766","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17767","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17768","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17770","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17771","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17773","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17774","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17775","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17776","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"17777","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17778","Other minority","Male","Voted","Other","Non-white","Voter","Male",1
"17779","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17780","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17781","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17782","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17783","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17784","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17785","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17786","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17787","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17788","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17789","Plurality group","Male","Voted",NA,"White","Voter","Male",1
"17790","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17792","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17793","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"17794","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17795","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17796","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17797","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17798","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17799","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17800","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17801","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17802","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17803","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17804","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17805","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17806","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17807","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17808","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17809","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17810","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17811","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17812","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17813","Plurality group","Male","Voted","Other","White","Voter","Male",1
"17814","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17815","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17816","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"17817","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17818","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17819","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17820","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17821","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17822","Plurality group","Female","Voted","Other","White","Voter","Female",1
"17823","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17824","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17825","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"17826","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17827","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17828","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17829","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17830","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17831","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17832","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17833","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17834","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17836","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17837","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17838","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17839","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17841","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17842","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17843","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17844","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17845","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17846","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17847","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17848","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17849","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17850","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17851","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17852","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17853","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17854","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17855","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17857","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17858","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17860","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17861","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17862","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17863","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17864","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17865","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17866","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17868","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17869","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17870","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"17871","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17872","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17873","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17874","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17875","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17876","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17877","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17878","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17879","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17880","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17881","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17882","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17883","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"17884","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17886","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17887","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17888","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17889","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17890","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17891","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17892","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17893","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17894","Plurality group","Male","Voted",NA,"White","Voter","Male",1
"17895","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17896","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17898","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17900","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17901","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17902","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17903","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17904","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17905","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17906","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17907","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"17908","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17909","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17910","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17911","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17912","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17913","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"17914","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17915","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17916","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17917","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17920","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17921","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17922","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17923","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17924","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17925","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17926","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17927","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17928","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17929","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17930","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17931","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17932","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
